iter	F1	Logloss
177	0.9086171264	0.05870036071
178	0.9088458601	0.05864909412
179	0.9085680909	0.05859622322
180	0.9087232035	0.05854063045
181	0.9088130871	0.05848338328
182	0.9091154261	0.05843386026
183	0.9092053218	0.05838551198
184	0.9091562907	0.05833704047
185	0.9092461905	0.05828104117
186	0.9093442402	0.05822039703
187	0.9093769666	0.05816533584
188	0.9093688186	0.05811766259
189	0.9094587304	0.05806101406
190	0.9095405089	0.05801738446
191	0.9096304289	0.05796729336
192	0.9096223022	0.05793409945
193	0.9096141739	0.05788427006
194	0.9095651392	0.05783602362
195	0.9099496222	0.05777838751
196	0.9100476747	0.05772300974
197	0.910088607	0.05767483823
198	0.9100476747	0.05762634419
199	0.9100476747	0.05757108068
200	0.910129543	0.05751106473
201	0.9101704827	0.05746361244
202	0.9103013945	0.05741526759
203	0.9103013945	0.05735506616
204	0.9103423456	0.0573138333
205	0.9105142394	0.05727244501
206	0.9104571634	0.05722819234
207	0.9105471562	0.05718042437
208	0.9106700869	0.05713882729
209	0.9107191072	0.05709194875
210	0.9108010801	0.05705233699
211	0.9108420721	0.05701479392
212	0.9109650702	0.05696341817
213	0.9110470874	0.05692419079
214	0.9110310671	0.05688069826
215	0.9110720879	0.05682700589
216	0.9111951725	0.05677280774
217	0.9113262779	0.05672777411
218	0.911449419	0.05665984671
219	0.9116216216	0.05661836427
220	0.9117448304	0.05656961135
221	0.9115646259	0.0565267649
222	0.9115315315	0.05649171506
223	0.9115566569	0.0564517324
224	0.9115486865	0.05640934737
225	0.9116056947	0.05637247601
226	0.9117859074	0.05632684407
227	0.9119913478	0.05628664994
228	0.912032447	0.05624486412
229	0.9119423164	0.05620394824
230	0.9121225777	0.05616006958
231	0.91207355	0.05611058523
232	0.9121557669	0.05607237047
233	0.9123202452	0.05601627799
234	0.9123202452	0.05597829196
235	0.9124515373	0.05594311305
236	0.9124104044	0.05589789356
237	0.9125005635	0.05586697547
238	0.9127298954	0.05582934969
239	0.9126808818	0.05579276865
240	0.9127631757	0.05574985952
241	0.9128944995	0.0557044935
242	0.9129356599	0.05565252725
243	0.9129925165	0.0556271539
244	0.9131238447	0.05558273294
245	0.9131983587	0.05552979441
246	0.9131983587	0.05548165871
247	0.9130670033	0.055438541
248	0.9131493506	0.05539195877
249	0.9130101466	0.0553619134
250	0.9131003382	0.05531293216
251	0.9130101466	0.05527930427
252	0.9131336821	0.05525216517
253	0.9130846601	0.05521846627
254	0.9131336821	0.05519285735
255	0.9131336821	0.05514844867
256	0.9132317128	0.05511829557
257	0.913265076	0.05508992739
258	0.9134376833	0.05504145496
259	0.9136336986	0.05500445509
260	0.9135512965	0.05496210238
261	0.9135847014	0.05491159821
262	0.9138630829	0.05487644778
263	0.9139455169	0.05483380731
264	0.9139789797	0.05478481458
265	0.9141181777	0.05474195727
266	0.9141594118	0.0547038272
267	0.9142006496	0.05466654796
268	0.9142006496	0.05462818508
269	0.9144146176	0.05459194187
270	0.9144635929	0.05454253322
271	0.914579667	0.05450811754
272	0.9146209386	0.05446977031
273	0.9148504129	0.05442260724
274	0.9147524708	0.05436770951
275	0.9148840148	0.05432515865
276	0.9148273527	0.05430154292
277	0.9149099445	0.05426878674
278	0.9148686467	0.05424044947
279	0.91503386	0.0542033435
280	0.9151731299	0.0541779179
281	0.9151164891	0.05414130904
282	0.9152481149	0.05409479069
283	0.9152970923	0.0540695341
284	0.9153460653	0.05403174636
285	0.9153460653	0.05400542545
286	0.9155342874	0.05397271328
287	0.9154929577	0.05392956653
288	0.9153537086	0.05390415961
289	0.915443998	0.05386931961
290	0.9155266603	0.05383427825
291	0.9154776955	0.05379668769
292	0.9156659142	0.05374898141
293	0.9157486003	0.05370419325
294	0.915789949	0.05365561723
295	0.9157975529	0.05361753692
296	0.9157486003	0.05357831724
297	0.9156582987	0.0535396003
298	0.9157486003	0.0535112869
299	0.9157486003	0.05348138498
300	0.9158878505	0.05343695905
301	0.9159933192	0.05338228436
302	0.916027088	0.05335625068
303	0.9161587431	0.05331370273
304	0.9162979684	0.05327927918
305	0.9162152402	0.05325708945
306	0.9161249549	0.05323002617
307	0.916166313	0.0531893417
308	0.9161249549	0.05315459779
309	0.9162566024	0.05312512568
310	0.9163468918	0.05307320372
311	0.9163958108	0.05304660186
312	0.9164371812	0.0530186567
313	0.9164860961	0.05298873703
314	0.9166252878	0.05294888215
315	0.9166741898	0.05291803643
316	0.9167230873	0.05287747765
317	0.9167644669	0.05284790948
318	0.9167644669	0.05281496963
319	0.9166741898	0.05279132567
320	0.9167719805	0.05275275582
321	0.9168622495	0.05270180764
322	0.9169450212	0.05266225527
323	0.9170013991	0.05263601004
324	0.9171255755	0.05260074794
325	0.9171255755	0.05255474096
326	0.9170841796	0.0525241886
327	0.9172647258	0.05248740228
328	0.9172083785	0.052447672
329	0.9172986638	0.05241082449
330	0.9172986638	0.05237875129
331	0.9173814898	0.05235059421
332	0.9174303643	0.05233058108
333	0.9174717833	0.05230163893
334	0.9175206537	0.05227696825
335	0.9175206537	0.05224163294
336	0.9175281	0.05220218351
337	0.9176183813	0.05216268622
338	0.9176183813	0.05213597599
339	0.917659805	0.05210007153
340	0.9177426637	0.05206873228
341	0.9177012325	0.05203242508
342	0.9177426637	0.05200490514
343	0.9177915218	0.0519795552
344	0.9177989437	0.05195113111
345	0.9179380699	0.05191880711
346	0.9181186242	0.05189356574
347	0.9182015168	0.0518524032
348	0.9182355863	0.05181801072
349	0.9183673469	0.05178008145
350	0.9183673469	0.0517375446
351	0.9187065306	0.05169887574
352	0.9188578657	0.05167463627
353	0.9188163542	0.05164377447
354	0.9189067088	0.05161092338
355	0.9188236888	0.05157440538
356	0.9188725269	0.0515495519
357	0.9189701897	0.05152676627
358	0.9190116988	0.05150503007
359	0.9190043818	0.05148072737
360	0.9190947283	0.05145477779
361	0.9191777728	0.05142751258
362	0.9193023676	0.05140064105
363	0.9192120007	0.05135684068
364	0.9194269962	0.05132607157
365	0.9195661997	0.05129104273
366	0.9196150197	0.05125712065
367	0.9194415579	0.05122304094
368	0.9197469498	0.05117303163
369	0.9198373249	0.05114536096
370	0.9198373249	0.05111863887
371	0.9198373249	0.05109824983
372	0.9198373249	0.05106494841
373	0.9199349358	0.05103622413
374	0.9201500294	0.05099167024
375	0.9202819957	0.05095120877
376	0.9203307877	0.05093676567
377	0.9204139739	0.05087924819
378	0.9204555726	0.05085229123
379	0.9205043612	0.05082671852
380	0.9205387814	0.05080076162
381	0.9204627621	0.05077805207
382	0.9206435286	0.05074265727
383	0.9207195805	0.05071603245
384	0.9207683616	0.05068681694
385	0.9208099801	0.05066320596
386	0.9209348583	0.05062412216
387	0.9209420061	0.05060038888
388	0.9209836362	0.05057347571
389	0.9210324097	0.05054772708
390	0.921039548	0.05052094181
391	0.9211715784	0.05049518982
392	0.9212619779	0.05046969507
393	0.921317847	0.05042421362
394	0.9214569776	0.0503968502
395	0.9214427771	0.05036563346
396	0.9214915254	0.05033041436
397	0.921449878	0.0502867638
398	0.921449878	0.05025716479
399	0.9216306608	0.05022431954
400	0.9215890089	0.05020007104
401	0.9217697835	0.05016392498
402	0.9219646649	0.05012340462
403	0.9219717164	0.05008821052
404	0.9220620792	0.0500632958
405	0.9220204211	0.05003658734
406	0.9220620792	0.05000627245
407	0.9220761621	0.04996318355
408	0.9222011385	0.04992773719
409	0.922284475	0.04989975355
410	0.9224235305	0.04986128061
411	0.9224652087	0.0498248091
412	0.9224235305	0.04980069547
413	0.9224305399	0.04977579121
414	0.9224652087	0.04974387886
415	0.9225972618	0.04971444481
416	0.9224722147	0.04968107229
417	0.9225138933	0.04966215121
418	0.9225555756	0.0496352619
419	0.9227363094	0.04961420636
420	0.9227363094	0.04958180328
421	0.9227780037	0.049548084
422	0.9227780037	0.04952144613
423	0.9226946189	0.04949149928
424	0.9227363094	0.04946554341
425	0.9229170432	0.04944765487
426	0.9228266763	0.04942956173
427	0.9228266763	0.04938400621
428	0.9229100768	0.04936197343
429	0.9228266763	0.04932171074
430	0.9229170432	0.04929665363
431	0.9229657073	0.04926975345
432	0.923014367	0.04923607671
433	0.9229240083	0.04920200878
434	0.923014367	0.0491765441
435	0.9231394876	0.04914561607
436	0.9233619521	0.04912122074
437	0.9233132993	0.04910352614
438	0.9233619521	0.04906072228
439	0.9233132993	0.04903813339
440	0.9235427022	0.04900512888
441	0.9235427022	0.04896470923
442	0.923626175	0.04894877423
443	0.9236748159	0.04892981512
444	0.9237234523	0.04891105593
445	0.9237303452	0.04887818297
446	0.9237303452	0.04885066459
447	0.9237372368	0.04882248024
448	0.9238624554	0.04880170797
449	0.9239042024	0.0487777111
450	0.9239877079	0.04875244376
451	0.9240431973	0.04871618774
452	0.9240014459	0.04868330277
453	0.9239528264	0.04863791061
454	0.9239528264	0.0486139108
455	0.9239945775	0.04859195606
456	0.9240014459	0.04855975576
457	0.9241684743	0.04853053132
458	0.9242170907	0.04849988686
459	0.9241753276	0.04849083714
460	0.9241335683	0.04846584415
461	0.9242239393	0.04844002769
462	0.9243074698	0.04840842802
463	0.9243492408	0.04838830993
464	0.9243492408	0.04836578146
465	0.924439624	0.04833985239
466	0.9244950522	0.04831208549
467	0.9245436472	0.04828804307
468	0.9245368278	0.04827116264
469	0.9245368278	0.04824862992
470	0.9245368278	0.04823181271
471	0.9246272029	0.04821794926
472	0.9247175779	0.04818417903
473	0.9248565361	0.04815904017
474	0.9248497447	0.04813485867
475	0.9249265537	0.04810527795
476	0.9251005741	0.0480762536
477	0.9250655338	0.04805847403
478	0.9250655338	0.04804103969
479	0.9252395589	0.04800818488
480	0.9252395589	0.04797921563
481	0.9252395589	0.04796106424
482	0.9252045013	0.0479357369
483	0.925253073	0.04789216824
484	0.9253016404	0.04787649379
485	0.9253434563	0.04786373515
486	0.92521802	0.04783257136
487	0.9254338395	0.04779673655
488	0.9254338395	0.04777959798
489	0.9254756632	0.04776649752
490	0.9254756632	0.047746889
491	0.9255242227	0.04772610079
492	0.9256146059	0.04769778778
493	0.9256146059	0.04768052106
494	0.9257049892	0.04765474219
495	0.9256982735	0.04762399819
496	0.9257468251	0.04758240923
497	0.9257886649	0.04755844132
498	0.9258790563	0.04754337757
499	0.9259275998	0.04750757618
500	0.9261016949	0.04747762549
501	0.9261016949	0.04744798103
502	0.9262406219	0.04742310715
503	0.9261920904	0.0474033422
504	0.9262406219	0.0473775016
505	0.9261502305	0.04735670449
506	0.9262472885	0.04733319724
507	0.9261920904	0.04730445562
508	0.9262406219	0.04728485168
509	0.9262406219	0.04726651314
510	0.9262406219	0.04723231692
511	0.926428055	0.04720904797
512	0.9263376717	0.04718534126
513	0.9263928426	0.04714536698
514	0.9263928426	0.04710908319
515	0.9264832136	0.04707315151
516	0.9265802196	0.04704713228
517	0.9265383573	0.047027498
518	0.9265383573	0.04699681517
519	0.926628716	0.04698040164
520	0.9267190747	0.04695811665
521	0.9268094335	0.04693061801
522	0.9267609452	0.04689661482
523	0.9268094335	0.04687587485
524	0.9268579173	0.04685063489
525	0.9269063968	0.04683016942
526	0.9269063968	0.04681647731
527	0.9269548719	0.04677820902
528	0.9270386266	0.0467631968
529	0.9270386266	0.04674081665
530	0.9271289813	0.04671222935
531	0.9270870979	0.04667582986
532	0.9272612271	0.0466430853
533	0.9272546539	0.04662633247
534	0.9272546539	0.04660683202
535	0.9275323032	0.04656947176
536	0.9275323032	0.04655688757
537	0.9275388507	0.04651627497
538	0.9274000452	0.04649207792
539	0.9274903998	0.04646811016
540	0.9275323032	0.04645201554
541	0.9274419445	0.04643086983
542	0.9275257546	0.04640249414
543	0.927651498	0.04637012184
544	0.9275676653	0.04633884518
545	0.9276095798	0.04631480904
546	0.9275676653	0.04628787832
547	0.9276095798	0.04627634369
548	0.9278387782	0.04625504228
549	0.9277968552	0.04623598663
550	0.9278387782	0.04620961374
551	0.9278387782	0.04618241988
552	0.9278872221	0.04615389383
553	0.9280195201	0.04612471943
554	0.9281583228	0.04610311539
555	0.9282067501	0.04607645951
556	0.928290633	0.04606435361
557	0.9283745312	0.04604545651
558	0.9282776698	0.04603275636
559	0.9283131441	0.04601264587
560	0.9283261027	0.04599817311
561	0.9283680571	0.04597971371
562	0.928319624	0.04595467793
563	0.9284519774	0.04593177207
564	0.9284519774	0.04588049577
565	0.9284939432	0.04586558411
566	0.9285423729	0.04583441062
567	0.9285004068	0.04580967082
568	0.9284519774	0.04579036179
569	0.9285359129	0.04575628081
570	0.9286747424	0.04572993155
571	0.9286618445	0.04570756186
572	0.928668294	0.04568000016
573	0.9287102753	0.04565062779
574	0.9287587017	0.04562625496
575	0.9287231638	0.0455981767
576	0.928668294	0.04557834994
577	0.9287587017	0.04555156748
578	0.9288071238	0.04553760463
579	0.928891099	0.04550517179
580	0.9288975275	0.04548592222
581	0.9289879311	0.04545888957
582	0.9290847458	0.04543773651
583	0.9290363406	0.04541169731
584	0.9291751412	0.0453913522
585	0.9291331465	0.04537295499
586	0.9292235379	0.04535407178
587	0.9290975643	0.0453292766
588	0.9291879434	0.04529649843
589	0.9291395517	0.04527977291
590	0.9291943428	0.04525183981
591	0.9291039718	0.04522916016
592	0.9291395517	0.04521081963
593	0.9292299349	0.04519329765
594	0.9292299349	0.04517180685
595	0.9292719302	0.04513931193
596	0.9293139293	0.04510484252
597	0.9292655367	0.04508897314
598	0.9293075393	0.04506191272
599	0.9293979389	0.04504712433
600	0.9294399494	0.0450149402
601	0.9294399494	0.04499564451
602	0.9296334795	0.04497350685
603	0.9297175141	0.0449529085
604	0.9297658863	0.04492347356
605	0.9298142541	0.04490052505
606	0.9298142541	0.04488032757
607	0.9297658863	0.04486747187
608	0.9297722343	0.04484123596
609	0.9299109765	0.04482048815
610	0.9298142541	0.04480185311
611	0.9298626175	0.04477149168
612	0.9298562777	0.04475848156
613	0.9299466691	0.04473303242
614	0.9299466691	0.0447134165
615	0.9301337672	0.04467064842
616	0.9302472763	0.04462968972
617	0.9303376882	0.0446079522
618	0.9304218093	0.04458183941
